Subject Code,Section,Course Title,Units,Time,Room,Instructor,Max No,Lang,Level,Free Slots,Remarks,S,P
IDS 162.13i,O1,MEDIA STUDIES: FILIPINO FILM AND SOCIETY,3,"T 1230-1530; TH 1230-1700
(ONSITE)",CTC 102; CTC 102,"CAYABYAB, Antonio Maria",50,E / F,U,-4,-,N,N
IDS 163.13i,N1,CONTEMPORARY ISSUES: PSYCHOLOGY AND PERSONAL GROWTH,3,"T 0800-1100; TH 0800-1230
(FULLY ONLINE)",TBA; TBA,"TRINIDAD, JOSE EOS R.",75,ENG,U,-12,-,S,N
IDS 180.13i,J,SPECIAL TOPICS IN PHILIPPINE STUDIES: REPRESENTATION OF OTHERNESS IN FILM AND LITERATURE,3,"M-W-F 1030-1300
(ONSITE)",CTC 103,"LABASTILLA, SKILTY C.",30,E / F,U,-4,-,N,N
JPN 11,B,JAPANESE LANGUAGE AND CULTURE 1,3,"D 0930-1100
(ONSITE)",CTC 306,"NAGAI, Hiroko",15,ENG,U,1,-,N,N
JPN 11,I,JAPANESE LANGUAGE AND CULTURE 1,3,"M-W-F 0800-1030
(ONSITE)",CTC 308,"ALVAREZ, ROELIA V.",15,E / F,U,0,-,N,N
JPN 11,J,JAPANESE LANGUAGE AND CULTURE 1,3,"M-W-F 1030-1300
(ONSITE)",CTC 308,"ESPIRITU, JUNILO S.",15,E / F,U,0,-,N,N
JPN 11,L,JAPANESE LANGUAGE AND CULTURE 1,3,"M-W-F 1530-1800
(ONSITE)",CTC 306,"SANTOS, CARLOS LUIS L.",15,ENG,U,0,-,N,N
JPN 11,O2,JAPANESE LANGUAGE AND CULTURE 1,3,"T 1230-1700; TH 1230-1530
(ONSITE)",CTC 306; CTC 306,"NARCISO, RODOLFO R.",15,ENG,U,0,-,N,N
JPN 12,I,JAPANESE LANGUAGE AND CULTURE 2,3,"M-W-F 0800-1030
(ONSITE)",CTC 307,"ESPIRITU, JUNILO S.",12,E / F,U,6,*Pre-requisite: JPN 11 or assessment and approval of JSP DIrector,N,N
JPN 13,J,JAPANESE LANGUAGE AND CULTURE 3,3,"M-W-F 1030-1300
(ONSITE)",CTC 307,"ALVAREZ, ROELIA V.",12,E / F,U,9,*Pre-requisite: JPN 12 or assessment and approval of JSP DIrector,N,N
JPN 14,K,INTERMEDIATE JAPANESE 1,3,"M-W-F 1300-1530
(ONSITE)",CTC 306,"SANTOS, CARLOS LUIS L.",12,~,U,10,*Pre-requisite: JPN 13 or assessment and approval of JSP DIrector,N,N
JPN 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
JPN 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
JPN 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
JPN 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
JPN 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
JPN 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
JPN 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
KRN 11,A,BASIC KOREAN 1 LANGUAGE AND CULTURE,3,"D 0800-0930
(ONSITE)",CTC 203,"MAGONCIA, Jeremiah",18,~,U,0,-,N,N
KRN 11,B,BASIC KOREAN 1 LANGUAGE AND CULTURE,3,"D 0930-1100
(ONSITE)",CTC 203,"WOO, Sun Jung",18,~,U,0,-,N,N
KRN 11,B1,BASIC KOREAN 1 LANGUAGE AND CULTURE,3,"D 0930-1100
(ONSITE)",SOM 103,"MAGONCIA, Jeremiah",18,~,U,0,-,N,N
KRN 11,C,BASIC KOREAN 1 LANGUAGE AND CULTURE,3,"D 1100-1230
(ONSITE)",CTC 203,"WOO, Sun Jung",18,~,U,0,-,N,N
KRN 11,D,BASIC KOREAN 1 LANGUAGE AND CULTURE,3,"D 1230-1400
(ONSITE)",CTC 203,"JAVIER, Aurea C.",18,~,U,0,-,N,N
KRN 11,E,BASIC KOREAN 1 LANGUAGE AND CULTURE,3,"D 1400-1530
(ONSITE)",CTC 203,"JAVIER, Aurea C.",18,~,U,1,-,N,N
LAS 20,B,PHILIPPINE BUSINESS ENVIRONMENT: POLICIES AND PROGRAMS ON ENTERPRISE DEVELOPMENT,3,"D 0930-1100
(ONSITE)",SOM 302,"DE GUZMAN, Marie Catherine",25,ENG,U,2,ALL SLOTS FOR BS ITE MAJORS.,N,N
LAS 20,C,PHILIPPINE BUSINESS ENVIRONMENT: POLICIES AND PROGRAMS ON ENTERPRISE DEVELOPMENT,3,"D 1100-1230
(ONSITE)",SOM 302,"DE GUZMAN, Marie Catherine",25,ENG,U,-3,ALL SLOTS FOR BS ITE MAJORS.,N,N
LAS 20,D1,PHILIPPINE BUSINESS ENVIRONMENT: POLICIES AND PROGRAMS ON ENTERPRISE DEVELOPMENT,3,"D 1230-1400
(ONSITE)",SOM 302,"PUEN, DAVID ALLEN Y.",25,ENG,U,-1,1 SLOT(S) FOR BS LM MAJORS. 9 SLOT(S) FOR BS MGT MAJORS. 14 SLOT(S) FOR BS REnt MAJORS.,N,N
LAS 20,O1,PHILIPPINE BUSINESS ENVIRONMENT: POLICIES AND PROGRAMS ON ENTERPRISE DEVELOPMENT,3,"T 1230-1530; TH 1230-1700
(ONSITE)",SOM 211; SOM 211,"SANGUYO, CHERYL J.",25,ENG,U,-1,1 SLOT(S) FOR BS LM MAJORS. 9 SLOT(S) FOR BS MGT MAJORS. 15 SLOT(S) FOR BS REnt MAJORS.,N,N
LAS 50.2i,E,INTERDISCIPLINARY ISSUES IN SPORT MANAGEMENT,3,"D 1400-1530
(ONSITE)",SOM 302,"PUEN, DAVID ALLEN Y.",30,ENG,U,-5,-,N,N
LAS 50.2i,O1,INTERDISCIPLINARY ISSUES IN SPORT MANAGEMENT,3,"T 1230-1530; TH 1230-1700
(ONSITE)",CTC 407; CTC 407,"TONG, ALDO ZELIG U.",30,ENG,U,-2,-,N,N
LAS 50,K,ENTREPRENEURIAL MINDSET,3,"M-W-F 1300-1530
(ONSITE)",CTC 405,"INGCO, JULIO III S.",30,ENG,U,9,-,N,N
LAS 51i,O2,APPLIED ENTREPRENEURSHIP: AN INTERDISCIPLINARY APPROACH,3,"T 1230-1700; TH 1230-1530
(ONSITE)",SEC-A202A; SEC-A202A,"QUITORIANO, GEORGE OMER DENIS S.",30,ENG,U,5,-,N,N
LAS 111.30,O1,STRATEGIC HUMAN RESOURCE MANAGEMENT IN THE HOSPITALITY INDUSTRY,3,"T 1230-1530; TH 1230-1700
(ONSITE)",SOM 103; SOM 103,"CAPULONG, Kathleen",15,ENG,U,-1,ALL SLOTS FOR 3RD YEAR BS REnt MAJORS.,N,N
LAS 111,I,STRATEGIC HUMAN RESOURCE MANAGEMENT,3,"M-W-F 0800-1030
(ONSITE)",SOM 205,"SIOJO, MANOLET M.",35,ENG,U,1,13 SLOT(S) FOR BS ME MAJORS. 16 SLOT(S) FOR BS ITE MAJORS. 4 SLOT(S) FOR BS MGT MAJORS.,N,N
LAS 111,K,STRATEGIC HUMAN RESOURCE MANAGEMENT,3,"M-W-F 1300-1530
(ONSITE)",SOM 103,"SIOJO, MANOLET M.",35,ENG,U,-2,13 SLOT(S) FOR BS ME MAJORS. 16 SLOT(S) FOR BS ITE MAJORS. 4 SLOT(S) FOR BS MGT MAJORS.,N,N
LAS 115,Q1,LEADING AND MANAGING CHANGE,3,"SAT 0800-1100; SAT 1230-1700
(ONSITE)",SEC-A202A; SEC-A202A,"CASINO, Renee Rose",30,ENG,U,15,**LEAD/BUSETH ELECTIVE,N,N
LAS 123.73,Q2,STRATEGIC ISSUES IN DOING BUSINESS IN THE ASEAN CONTEXT,3,"SAT 0800-1230; SAT 1400-1700
(ONSITE)",SOM 105; SOM 105,"LEE HOK, PAUL JOHN T.",30,ENG,U,21,**LEAD/BUSETH ELECTIVE,N,N
LAS 123,O1,INTERNATIONAL BUSINESS AND TRADE,3,"T 1230-1530; TH 1230-1700
(ONSITE)",SOM 102; SOM 102,"CUNANAN, Mary Lou Rissa, TOLENTINO, PILAR U.",20,ENG,U,-3,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 123,O2,INTERNATIONAL BUSINESS AND TRADE,3,"T 1230-1700; TH 1230-1530
(ONSITE)",SOM 203; SOM 203,"CUNANAN, Mary Lou Rissa, TOLENTINO, PILAR U.",20,ENG,U,0,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 123,P1,INTERNATIONAL BUSINESS AND TRADE,3,"T 1700-2000; TH 1700-2130
(ONSITE)",SOM 203; SOM 203,"CUNANAN, Mary Lou Rissa, TOLENTINO, PILAR U.",20,ENG,U,-1,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 123,P1A,INTERNATIONAL BUSINESS AND TRADE,3,"T 1700-2000; TH 1700-2130
(ONSITE)",SOM 103; SOM 103,"LUMAIN, Joseph Daniel",25,ENG,U,0,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 123,P2,INTERNATIONAL BUSINESS AND TRADE,3,"T 1700-2130; TH 1700-2000
(ONSITE)",SOM 211; SOM 211,"LIM, DON ALEXANDER C.",25,ENG,U,-3,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 123,P2A,INTERNATIONAL BUSINESS AND TRADE,3,"T 1700-2130; TH 1700-2000
(ONSITE)",SOM 106; SOM 106,"CUNANAN, Mary Lou Rissa, TOLENTINO, PILAR U.",20,ENG,U,0,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 123,Q2,INTERNATIONAL BUSINESS AND TRADE,3,"SAT 0800-1230; SAT 1400-1700
(ONSITE)",SOM 103; SOM 103,"LUMAIN, Joseph Daniel",25,ENG,U,11,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 123,Q2P1,INTERNATIONAL BUSINESS AND TRADE,3,"SAT 0800-1230; T 1700-2000
(ONSITE)",CTC 407; CTC 407,"MORADA, Kevin Henry",25,ENG,U,-1,ALL SLOTS FOR 4TH YEAR BS ME MAJORS. ALL SLOTS FOR 4TH YEAR BS ITE MAJORS.,N,N
LAS 197.20,Q1,WORK PRACTICUM,3,"SAT 0800-1100; SAT 1230-1700
(ONSITE)",SOM 106; SOM 106,"DURAN, Benedict James",18,ENG,U,-7,ALL SLOTS FOR 4TH YEAR BS MGT-H MAJORS.,N,N
LAS 197.20,Q1P2,WORK PRACTICUM,3,"SAT 1230-1700; TH 1700-2000
(ONSITE)",SOM 211; SEC-A202A,"CARONOÑGAN, MARIJO M.",35,ENG,U,4,ALL SLOTS FOR 4TH YEAR BS COMTECH MAJORS.,N,N
LAS 197.20,Q1P2A,WORK PRACTICUM,3,"SAT 1230-1700; TH 1700-2000
(ONSITE)",SOM 302; SOM 302,"LOPEZ, GABRIEL MARIA J.",36,ENG,U,6,ALL SLOTS FOR 4TH YEAR BS COMTECH MAJORS.,N,N
LAS 197.20,Q1P2B,WORK PRACTICUM,3,"SAT 1230-1700; TH 1700-2000
(ONSITE)",CTC 407; CTC 407,"MORADA, Kevin Henry",32,ENG,U,1,ALL SLOTS FOR BS LM MAJORS.,N,N
LAS 197.20,Q1P2C,WORK PRACTICUM,3,"SAT 1230-1700; TH 1700-2000
(ONSITE)",SOM 205; SOM 205,"AMANTE, HELEN U.",32,ENG,U,6,ALL SLOTS FOR 4TH YEAR BS LM MAJORS.,N,N
LAS 197.20,Q2P1,WORK PRACTICUM,3,"SAT 0800-1230; T 1700-2000
(ONSITE)",SOM 211; SEC-A202A,"CARONOÑGAN, MARIJO M.",35,ENG,U,-5,ALL SLOTS FOR 4TH YEAR BS COMTECH MAJORS.,N,N
LAS 197.20,Q2P1A,WORK PRACTICUM,3,"SAT 0800-1230; T 1700-2000
(ONSITE)",SOM 302; SOM 302,"LOPEZ, GABRIEL MARIA J.",32,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS LM MAJORS.,N,N
LAS 197.20,Q2P1B,WORK PRACTICUM,3,"SAT 0800-1230; T 1700-2000
(ONSITE)",SOM 205; SOM 205,"AMANTE, HELEN U.",33,ENG,U,0,ALL SLOTS FOR 4TH YEAR BS LM MAJORS.,N,N
LAS 197.33,N1,WORK PRACTICUM,1.5,"T 0800-1000; TH 0800-0945
(ONSITE)",CTC 307; CTC 307,"ELEAZAR, Rosanne Nicollette",23,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS REnt MAJORS.,N,N
LAS 197.33,O1,WORK PRACTICUM,1.5,"T 1230-1430; TH 1230-1415
(ONSITE)",CTC 205; CTC 205,"ELEAZAR, Rosanne Nicollette",23,ENG,U,0,ALL SLOTS FOR 4TH YEAR BS REnt MAJORS.,N,N
LAS 197.34,P1,WORK PRACTICUM,1.5,"T 1700-1900; TH 1700-1845
(ONSITE)",CTC 205; CTC 205,"ELEAZAR, Rosanne Nicollette",23,ENG,U,0,ALL SLOTS FOR 4TH YEAR BS REnt MAJORS.,N,N
LAS 197.34,Q1,WORK PRACTICUM,1.5,"SAT 0800-1000; SAT 1230-1415
(ONSITE)",CTC 307; CTC 307,"ELEAZAR, Rosanne Nicollette",23,ENG,U,1,ALL SLOTS FOR 4TH YEAR BS REnt MAJORS.,N,N
LAS 240.61,LM,"BUSINESS CONTINUITY, SUSTAINABILITY AND INNOVATION",3,"M 1700-2130; W 1700-2000
(FULLY ONLINE)",SOM 104; SOM 104,"LEE-CHUA, QUEENA N.",6,ENG,G,1,ALL SLOTS FOR PHD LS-BL MAJORS.,S,N
SOMGT 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,48,-,N,N
SOMGT 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"MENDIOLA, ANNA A.",50,ENG,G,49,-,N,N
SOMGT 299.2,THES/DISS,THESIS 2,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 396,COMP,COMPREHENSIVE EXAM,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,46,-,N,N
SOMGT 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 399.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
SOMGT 399.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
LLAW 113.03,E,LAW ON BUSINESS TRANSACTION,3,"D 1400-1530
(ONSITE)",SOM 105,"PANER-MONTIEL, SABRINA KATE D.",20,ENG,U,0,ALL SLOTS FOR BS LM MAJORS.,N,N
LLAW 113,F,OBLIGATIONS AND CONTRACTS,3,"D 1530-1700
(ONSITE)",SOM 105,"PANER-MONTIEL, SABRINA KATE D.",30,ENG,U,5,27 SLOT(S) FOR BS COMTECH MAJORS.,N,N
LLAW 113,O2,OBLIGATIONS AND CONTRACTS,3,"T 1230-1700; TH 1230-1530
(ONSITE)",CTC 304; CTC 304,"KAW, EUGENE T.",35,ENG,U,-1,28 SLOT(S) FOR BS COMTECH MAJORS.,N,N
MKTG 113,O1,MARKETING COMMUNICATIONS,3,"T 1230-1530; TH 1230-1700
(ONSITE)",CTC 404; CTC 404,"MANALO, Erick Marion Anthony",20,ENG,U,9,ALL SLOTS FOR 4TH YEAR STUDENTS. *Pre Req: MKTG 111 or MKTG 111.03 or MKTG 111.04 or MKTG 111.30,N,N
MKTG 118,K,BRAND MANAGEMENT,3,"M-W-F 1300-1530
(ONSITE)",SOM 203,"GARCIA, BIENVENIDO VALENTINO F.",0,ENG,U,0,ALL SLOTS FOR 4TH YEAR STUDENTS. *Pre Req: MKTG 111 or MKTG 111.03 or MKTG 111.04 or MKTG 111.30,N,N
MKTG 126,A,DIGITAL MARKETING,3,"D 0800-0930
(ONSITE)",SOM 105,"PASCUAL, Jose Martin",0,ENG,U,0,ALL SLOTS FOR 4TH YEAR STUDENTS. *Pre Req: MKTG 111 or MKTG 111.03 or MKTG 111.04 or MKTG 111.30,N,N
MKTG 140.01,I,SOMBA: BUSINESS VENTURE 1 (LECTURE),3,"M-W-F 1300-1530
(ONSITE)",CTC 404,"MICLAT, ARMANDO, JR. G.",30,~,U,30,*should seek approval of SOMBA director. This has to be taken concurrently with MKTG 140.02 for a total of 6 units,N,N
MKTG 140.02,K,SOMBA: BUSINESS VENTURE 2 (LABORATORY),3,"M-W-F 0800-1030
(ONSITE)",CTC 404,"LARAYA, Malaya",30,~,U,30,*Should seek SOMBA approval. MKTG 140.02 has to be taken concurrently with MKTG 140.01 for a total of 6 units.,N,N
MKTG 143.02,L,"BUSINESS VENTURE 2, LABORATORY- MAC",3,"M-W-F 1530-1800
(ONSITE)",SOM 203,"FABICON, RONALDO M., GARCIA, BIENVENIDO VALENTINO F.",12,ENG,U,0,ALL SLOTS FOR BS MAC MAJORS.,N,N
MATH 10,C,MATHEMATICS IN THE MODERN WORLD,3,"D 1100-1230
(ONSITE)",SEC-A214A,"MIRO, EDEN DELIGHT P.",35,ENG,U,12,-,N,N
MATH 21,D,UNIVERSITY PRECALCULUS,3,"D 1230-1400
(ONSITE)",SEC-A215A,"GARCES, IAN JUNE L.",30,ENG,U,5,-,N,N
MATH 21,F,UNIVERSITY PRECALCULUS,3,"D 1530-1700
(ONSITE)",SEC-A215A,"GARCES, IAN JUNE L.",30,ENG,U,2,-,N,N
MATH 30.13,B,APPLIED CALCULUS FOR BUSINESS AND ECONOMICS I,3,"D 0930-1100
(ONSITE)",SEC-A210A,"ESPINOSA, Clark Kenneth",30,ENG,U,-12,-,N,N
MATH 30.13,C,APPLIED CALCULUS FOR BUSINESS AND ECONOMICS I,3,"D 1100-1230
(ONSITE)",SEC-A209A,"GUZON, ANGELA FATIMA H.",30,ENG,U,-1,-,N,N
MATH 30.13,E,APPLIED CALCULUS FOR BUSINESS AND ECONOMICS I,3,"D 1400-1530
(ONSITE)",SEC-A209A,"GUZON, ANGELA FATIMA H.",30,ENG,U,2,-,N,N
MATH 30.14,A,APPLIED CALCULUS FOR BUSINESS AND ECONOMICS II,3,"D 0800-0930
(ONSITE)",SEC-A215A,"DAYAO, PAUL L.",28,ENG,U,14,-,N,N
MATH 30.14,B,APPLIED CALCULUS FOR BUSINESS AND ECONOMICS II,3,"D 0930-1100
(ONSITE)",SEC-A215A,"DAYAO, PAUL L.",28,ENG,U,-2,-,N,N
MATH 30.14,C,APPLIED CALCULUS FOR BUSINESS AND ECONOMICS II,3,"D 1100-1230
(ONSITE)",SEC-A215A,"ESPINOSA, Clark Kenneth",28,ENG,U,-2,-,N,N
MATH 30.23,D,APPLIED CALCULUS FOR SCIENCE AND ENGINEERING I,3,"D 1230-1400
(ONSITE)",SEC-A214A,"PUNZAL, Chara Deanna",25,ENG,U,-2,-,N,N
MATH 30.23,E,APPLIED CALCULUS FOR SCIENCE AND ENGINEERING I,3,"D 1400-1530
(ONSITE)",SEC-A215A,"PUNZAL, Chara Deanna",25,ENG,U,-2,-,N,N
MATH 30.24,B,APPLIED CALCULUS FOR SCIENCE AND ENGINEERING II,3,"D 0930-1100
(ONSITE)",SEC-A209A,"SILVESTRE, Luis Jr",35,ENG,U,14,-,N,N
MATH 30.24,D,APPLIED CALCULUS FOR SCIENCE AND ENGINEERING II,3,"D 1230-1400
(ONSITE)",SEC-A209A,"SILVESTRE, Luis Jr",35,ENG,U,0,-,N,N
MATH 51.1,D,DISCRETE MATHEMATICS,3,"D 1230-1400
(ONSITE)",SEC-A303A,"GARCIANO, AGNES D.",30,ENG,U,6,-,N,N
MATH 51.1,E,DISCRETE MATHEMATICS,3,"D 1400-1530
(ONSITE)",SEC-A303A,"GARCIANO, AGNES D.",30,ENG,U,0,-,N,N
MATH 55.1,B,FUNDAMENTAL CONCEPTS OF MATHEMATICS,3,"D 0930-1100
(ONSITE)",SEC-A208A,"MARCELO, REGINALDO M.",30,ENG,U,12,-,N,N
MATH 55.1,C,FUNDAMENTAL CONCEPTS OF MATHEMATICS,3,"D 1100-1230
(ONSITE)",SEC-A208A,"MARCELO, REGINALDO M.",30,ENG,U,3,-,N,N
MATH 60.2,A,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 0800-0930
(ONSITE)",SEC-A302A,"SANTOS, DURWIN C.",25,ENG,U,-3,-,N,N
MATH 60.2,B1,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 0930-1100
(ONSITE)",SEC-A302A,"BATALLER, RAMIL T.",25,ENG,U,0,-,N,N
MATH 60.2,B2,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 0930-1100
(ONSITE)",SEC-A303A,"LOYOLA, MARK L.",25,ENG,U,-1,-,N,N
MATH 60.2,C,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 1100-1230
(ONSITE)",SEC-A302A,TO BE ARRANGED,0,ENG,U,0,-,N,N
MATH 60.2,D,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 1230-1400
(ONSITE)",SEC-A302A,"LOYOLA, MARK L.",25,ENG,U,-2,-,N,N
MATH 60.2,E,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 1400-1530
(ONSITE)",SEC-A302A,"ASUNCION, Aldrich Ellis",25,ENG,U,-1,-,N,N
MATH 60.2,F1,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 1530-1700
(ONSITE)",SEC-A302A,"HAO, Lester",25,ENG,U,0,-,N,N
MATH 60.2,F2,INTRODUCTION TO STATISTICAL ANALYSIS,3,"D 1530-1700
(ONSITE)",SEC-A303A,"ASUNCION, Aldrich Ellis",25,ENG,U,-1,-,N,N
MATH 61.2,B,ELEMENTARY PROBABILITY THEORY,3,"D 0930-1100
(ONSITE)",SEC-A304A,"DAVID, RODEN JASON A.",20,ENG,U,0,-,N,N
MATH 61.2,C,ELEMENTARY PROBABILITY THEORY,3,"D 1100-1230
(ONSITE)",SEC-A303A,"DAVID, RODEN JASON A.",28,ENG,U,0,-,N,N
MATH 61.2,E,ELEMENTARY PROBABILITY THEORY,3,"D 1400-1530
(ONSITE)",CTC 106,"EDEN, RICHARD B.",28,ENG,U,-2,-,N,N
MATH 61.2,F1,ELEMENTARY PROBABILITY THEORY,3,"D 1530-1700
(ONSITE)",CTC 107,"EDEN, RICHARD B.",28,ENG,U,13,-,N,N
MATH 61.2,F2,ELEMENTARY PROBABILITY THEORY,3,"D 1530-1700
(ONSITE)",SEC-A214A,"GATPATAN, JANREE RUARK C.",28,ENG,U,0,-,N,N
MATH 192,Z1,UNDERGRADUATE RESEARCH SEMINAR,1,"D 0000-0000
(~)",TBA,"MIRO, EDEN DELIGHT P.",12,ENG,U,11,-,N,N
MATH 218.3,D,SEMINAR IN FINITE MATHEMATICS,3,"SAT 1000-1300; SAT 1400-1700; W 1930-2100
(ONSITE)",SEC-A210A; SEC-A210A; TBA,"HAO, Lester",12,ENG,G,8,-,N,N
MATH 232.1,D,FINANCIAL DERIVATIVES I,3,"D 1230-1400
(ONSITE)",SEC-A304A,"MALLARI, JUAN CARLO F.",20,ENG,G,11,-,N,N
MATH 269.1,F,PROBLEM SEMINAR IN ANALYSIS I,3,"D 1530-1700
(ONSITE)",SEC-A208A,"LOYOLA, MARK L., SILVESTRE, Luis Jr",12,ENG,G,10,-,S,N
MATH 271.2,E,ADVANCED STATISTICAL METHODS,3,"D 1400-1530
(ONSITE)",SEC-A304A,TO BE ARRANGED,20,ENG,G,20,ALL SLOTS FOR M DSc MAJORS.,N,N
MATH 271.2,F,ADVANCED STATISTICAL METHODS,3,"D 1530-1700
(ONSITE)",SEC-A304A,"BRIONES, JERIC C.",20,ENG,G,1,ALL SLOTS FOR M MathFin MAJORS. ALL SLOTS FOR M AMF MAJORS.,N,N
MATH 292,E,INTRODUCTION TO RESEARCH AND THESIS WRITING,3,"D 1400-1530
(ONSITE)",SEC-A208A,"LOYOLA, MARK L., SILVESTRE, Luis Jr",12,ENG,G,10,-,S,N
MATH 296,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 298.1,CAPS,MATHEMATICAL FINANCE PROJECT,3,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 299.1,THES/DISS,THESIS I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 299.2,THES/DISS,THESIS II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 299.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 299.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 299.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 299.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 390.1,Z2,SEMINAR ON RESEARCH TOPICS IN MATHEMATICS,3,"TBA
(~)",TBA,"EDEN, RICHARD B.",5,ENG,G,3,-,N,N
MATH 396,COMP,COMPREHENSIVE EXAMINATIONS,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 399.1,THES/DISS,DISSERTATION I,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,48,-,N,N
MATH 399.2,THES/DISS,DISSERTATION II,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,49,-,N,N
MATH 399.4,ODEF,ORAL DEFENSE,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 399.5,RESID,RESIDENCY,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 399.6,SUB-A,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
MATH 399.7,SUB-B,FINAL PAPER SUBMISSION,0,"TBA
(~)",TBA,"TBA, -",50,ENG,G,50,-,N,N
